"Created","accx","accy","accz","gyrox","gyroy","gyroz","magnetx","magnety","magnetz","lon","lat","error","speed","altitude","mode","pressure"
"2019-07-28 09:00:36.672","11.436972","-10.549426","6.921408","-0.28568363","-0.44860706","5.525668","-35.395924","6.663269","-23.479797","-81.1974187","28.5980586","3.0","0.734","-6.500885009765625","on_foot",
"2019-07-28 09:00:37.172","1.5652052","-12.420296","1.1861537","0.75878054","0.35694528","-3.0273058","-18.386805","30.087585","-23.504723","-81.1974243","28.5980519","3.079","0.724","-6.34271240234375","on_foot",
"2019-07-28 09:00:37.672","8.706126","-15.04095","1.1061447","-0.83032626","-0.16378751","4.2688437","-43.101357","-10.111847","-10.581131","-81.1974243","28.5980519","3.079","0.724","-6.34271240234375","on_foot",
"2019-07-28 09:00:38.173","8.059346","-14.525922","3.149488","0.88642573","0.4762494","-0.6956571","5.5663366","36.070374","-26.606102","-81.1974298","28.5980461","3.065","0.722","-6.656005859375","on_foot",
"2019-07-28 09:00:38.674","9.192409","-14.902012","2.9707851","-1.8037641","-0.35559356","0.89068013","-42.488472","-11.839157","-12.722763","-81.1974298","28.5980461","3.065","0.722","-6.656005859375","on_foot",
"2019-07-28 09:00:39.174","7.3981957","-12.796386","3.7263188","0.61840546","0.17582378","-0.9656481","6.412109","36.618988","-26.264381","-81.1974354","28.5980415","3.0","0.726","-7.438629150390625","on_foot",
"2019-07-28 09:00:39.674","2.8467865","-16.066214","2.0149891","-0.47625935","-0.64152634","-2.90773","-40.108627","6.132599","-15.442207","-81.1974354","28.5980415","3.0","0.726","-7.438629150390625","on_foot",
"2019-07-28 09:00:40.174","9.259481","-9.531348","-1.0531396","-1.4500965","0.48763165","0.16323833","-3.011551","38.111313","-19.193108","-81.1974433","28.5980362","3.0","0.95199996","-7.93927001953125","on_foot",
"2019-07-28 09:00:40.674","1.5292729","-7.753903","-3.6953526","2.8195326","1.6368539","-2.8796341","-18.332106","26.541458","-27.285667","-81.1974433","28.5980362","3.0","0.95199996","-7.93927001953125","on_foot",
"2019-07-28 09:00:41.174","8.607912","-7.66527","1.9172537","-1.7000072","0.4201313","2.4563246","5.7587867","43.16211","-6.1419754","-81.197452","28.5980301","3.0","0.958","-6.48004150390625","on_foot",
"2019-07-28 09:00:41.674","5.163214","-15.77157","0.39277115","3.6258044","0.1762499","-3.2215033","13.980001","39.977722","8.603096","-81.197452","28.5980301","3.0","0.958","-6.48004150390625","on_foot",
"2019-07-28 09:00:42.174","11.762756","-17.239998","5.356682","-1.8215272","-0.22204141","5.614484","-31.617802","19.78743","-18.267288","-81.1974617","28.5980234","3.0","1.0899999","-5.98028564453125","on_foot",
"2019-07-28 09:00:42.674","7.6760707","-19.106077","4.720443","0.46016052","0.37627977","-0.8839423","21.179846","37.337524","11.888824","-81.1974617","28.5980234","3.0","1.0899999","-5.98028564453125","on_foot",
"2019-07-28 09:00:43.175","5.271011","-16.035072","-0.5213434","1.5969566","-0.35124195","-0.018708657","-40.57534","-6.26033","-17.721931","-81.197472","28.5980168","3.0","1.166","-6.237274169921875","on_foot",
"2019-07-28 09:00:43.676","7.1131334","-7.2604346","2.3431697","-3.3807805","0.30661687","3.6655853","9.385149","40.85034","-4.3414383","-81.197472","28.5980168","3.0","1.166","-6.237274169921875","on_foot",
"2019-07-28 09:00:44.175","3.5031476","-11.819031","-0.46001917","4.700895","0.9237612","-3.9899848","-13.166428","38.872116","-9.910225","-81.1974805","28.5980106","3.0","1.2039999","-4.567230224609375","on_foot",
"2019-07-28 09:00:44.677","13.338982","-20.006777","3.747399","-1.0829269","-0.578287","5.6185856","-41.768974","-2.9856567","-17.156403","-81.1974805","28.5980106","3.0","1.2039999","-4.567230224609375","on_foot",
"2019-07-28 09:00:45.176","8.890578","-18.629377","4.501017","0.26505753","0.7903689","-1.2769712","19.580563","40.044357","2.2099915","-81.1974889","28.5980028","3.0","1.154","-5.80303955078125","on_foot",
"2019-07-28 09:00:45.678","4.9164796","-11.01415","1.5449963","-0.6645713","0.1360149","1.0271404","-36.008392","6.675812","-25.34098","-81.1974889","28.5980028","3.0","1.154","-5.80303955078125","on_foot",
"2019-07-28 09:00:46.178","4.485294","-10.103868","3.8911278","-1.0073463","0.04774184","2.671827","13.696161","36.14621","-19.649239","-81.1974968","28.597994","3.016","1.152","-5.7476806640625","on_foot",
"2019-07-28 09:00:46.679","0.8106295","-7.7059937","0.32186502","2.1451945","0.24060778","-2.5662596","-31.06922","12.456314","-28.94738","-81.1974968","28.597994","3.016","1.152","-5.7476806640625","on_foot",
"2019-07-28 09:00:47.181","10.948295","-9.061834","1.5766165","-1.7106864","6.305218E-4","4.050891","-8.887655","29.50772","-29.464508","-81.1975058","28.5979857","3.012","1.16","-6.058990478515625","on_foot",
"2019-07-28 09:00:47.681","3.5989666","-13.3593235","2.2631607","2.4126024","0.42100477","-3.2309575","-11.528779","32.481888","-26.590897","-81.1975058","28.5979857","3.012","1.16","-6.058990478515625","on_foot",
"2019-07-28 09:00:48.182","7.594625","-12.980838","1.6096742","-0.45087945","-0.052414287","1.3061862","-30.736712","8.882111","-31.088219","-81.1975187","28.597978","3.137","1.252","-5.8419189453125","on_foot",
"2019-07-28 09:00:48.681","6.727462","-13.23955","3.8968768","0.09123316","0.31326404","-0.8596277","10.64349","39.413788","-18.56163","-81.1975187","28.597978","3.137","1.252","-5.8419189453125","on_foot",
"2019-07-28 09:00:49.181","3.4145145","-11.071641","1.9316266","0.85044646","-0.12058584","-2.4837282","-35.480637","5.949585","-27.256187","-81.1975309","28.5979734","3.0","1.27","-6.48553466796875","on_foot",
"2019-07-28 09:00:49.683","5.5704455","-8.910919","5.494661","-0.866705","0.16038811","1.5010762","15.292584","36.554184","-16.887459","-81.1975309","28.5979734","3.0","1.27","-6.48553466796875","on_foot",
"2019-07-28 09:00:50.376","5.378807","-10.21406","-0.35557634","0.81225675","0.07911377","-1.798977","-31.122797","13.848221","-27.698235","-81.1975414","28.59797","3.0","1.2","-6.756744384765625","on_foot",
"2019-07-28 09:00:50.877","7.316749","-10.681178","4.2710505","-0.66108257","0.08021633","1.5699455","2.9136968","34.601013","-24.663055","-81.1975414","28.59797","3.0","1.2","-6.756744384765625","on_foot",
"2019-07-28 09:00:51.378","3.127057","-8.822287","-0.099739194","0.71577054","0.0016318529","-1.0328662","-27.541378","18.059433","-27.558899","-81.1975517","28.5979661","3.0","1.232","-5.853118896484375","on_foot",
"2019-07-28 09:00:51.878","8.193494","-8.453383","1.1631571","-1.7219785","-0.15482338","3.1424608","7.6475935","36.848465","-19.647957","-81.1975517","28.5979661","3.0","1.232","-5.853118896484375","on_foot",
"2019-07-28 09:00:52.379","2.2239618","-10.343415","1.322696","1.3801754","-0.32451975","-3.5527737","-13.910716","30.101288","-24.971687","-81.197563","28.5979609","3.0","1.1639999","-5.823455810546875","on_foot",
